,statement,source,link,veracity
128,"Says President Trump’s administration has ""actually worsened our nation’s homelessness crisis"" by cutting affordable housing programs, allowing shelters to refuse people based on gender identity or sexual orientation, evicting immigrant families of mixed legal status from subsidized housing and raising rent.",Tammy Duckworth,/illinois/statements/2019/sep/20/tammy-duckworth/trump-policies-duckworth-cited-havent-hurt-housing/,Mostly False
129,"When Rick Scott was governor, Florida ""invested record funding in HIV/AIDS prevention.""",Rick Scott,/florida/statements/2019/sep/20/rick-scott/florida-sen-rick-scott-misleads-about-record-fundi/,Mostly False
130,"Says her office ""uncover(ed) $350 million in waste and fraud; it led to 40 criminal charges against both Republicans and Democrats.""",Nicole Galloway,/missouri/statements/2019/sep/20/nicole-galloway/galloways-watchdog-bragging-claim-mostly-point/,Mostly True
131,"Between 27,000 and 200,000 Wisconsinites were ""turned away"" from the polls in 2016 due to lack of proper identification.",Hillary Clinton,/wisconsin/statements/2019/sep/19/hillary-clinton/hillary-clinton-wrong-again-wisconsin-voter-id/,Pants on Fire!
132,"Says Ilhan Omar ""partied"" on the anniversary of 9/11.",Donald Trump,/truth-o-meter/statements/2019/sep/19/donald-trump/trump-retweets-false-claim-ilhan-omar-partied-911-/,Pants on Fire!
133,"""Wisconsin is currently seeing an influx of new residents, Illinois is seeing an outflux.""",Mark Perry,/wisconsin/statements/2019/sep/19/mark-perry/illinois-population-loss-wisconsins-gain/,Mostly True
134,Ivanka Trump’s shoe line is made in China but is exempt from tariffs.,Viral image,/facebook-fact-checks/statements/2019/sep/19/viral-image/photo-ivanka-trumps-fashion-line-being-tariff-exem/,Pants on Fire!
135,"Says Elizabeth Warren ""was paid $400,000 to teach one class.""",Bloggers,/punditfact/statements/2019/sep/18/blog-posting/did-elizabeth-warren-get-400000-teaching-one-class/,Half-True
136,"""The Obama-Biden Administration did not conduct workplace raids—in fact, it ended them.""",Joe Biden,/truth-o-meter/statements/2019/sep/18/joe-biden/biden-says-obama-ended-workplace-raids-immigrants/,Half-True
137,"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record.""",Facebook posts,/texas/statements/2019/sep/18/facebook-posts/would-beto-orourkes-criminal-history-prevent-him-p/,False
138,"Says the word newspaper stands for ""north, east, west, south, past and present event report.""",Facebook posts,/facebook-fact-checks/statements/2019/sep/18/facebook-posts/no-newspaper-isnt-acronym-north-east-west-south-pa/,Pants on Fire!
139,"Milwaukee has less taxing power than most similar cities and is the only U.S. city of 400,000 or more ""that does not have a sales tax or local income tax.""",Tom Barrett,/wisconsin/statements/2019/sep/18/tom-barrett/barrett-overshoots-claim-about-milwaukee-tax-rates/,Half-True
140,"Dan Helmer ""believes in abolishing our private insurance system.""",Tim Hugo,/virginia/statements/2019/sep/18/tim-hugo/tim-hugo-misstates-dan-helmers-position-private-he/,Mostly False
141,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA""",Roy Blunt,/missouri/statements/2019/sep/17/roy-blunt/report-backs-blunt-claim-2-billion-increase-trade-/,True
142,Democrats were at a 9/11 memorial service when NC Republicans held a controversial vote,Various media reports,/north-carolina/statements/2019/sep/17/various-media-reports/nc-democrats-not-911-event-during-gop-budget-vote/,False
143,"Says Bruce Lee said, ""You will continue to suffer if you have an emotional reaction to everything that is said to you. True power is sitting back and observing everything with logic. If words control you that means everyone else can control you. Breathe and allow things to pass.""",Viral image,/facebook-fact-checks/statements/2019/sep/17/viral-image/no-evidence-bruce-lee-said-power-comes-observing-e/,False
144,Says several well-known charities such as Goodwill and American Red Cross overpay their CEOs and spend a small percentage on helping people.,Bloggers,/facebook-fact-checks/statements/2019/sep/17/blog-posting/dont-be-duped-bogus-audit-charitable-groups/,Mostly False
145,"""We have a host of issues associated with high B.M.I.s. But correlation doesn’t prove causation, and there’s a significant body of research showing that weight stigma and weight cycling can explain most if not all of the associations we see between higher weights and poor health outcomes.""",Christy Harrison,/health-check/statements/2019/sep/17/christy-harrison/obesity-stigma-and-yo-yo-dieting-not-bmi-behind-ch/,Mostly False
146,"Says instead of arresting a teen who was sneaking into a gym, a Chicago cop ""shot him 53 times.""",Facebook posts,/facebook-fact-checks/statements/2019/sep/16/facebook-posts/chicago-cop-didnt-shoot-teen-sneaking-gym-he-bough/,Pants on Fire!
147,"The United States is ""very energy independent.""",Donald Trump,/truth-o-meter/statements/2019/sep/13/donald-trump/trump-exaggerates-us-energy-independence/,Half-True
148,"The Odessa shooter ""had a Beto sticker on his truck.""",Viral image,/facebook-fact-checks/statements/2019/sep/13/viral-image/no-evidence-odessa-shooter-had-sticker-his-vehicle/,False
149,"Says John Bolton ""fundamentally was a man of the left.""",Tucker Carlson,/punditfact/statements/2019/sep/13/tucker-carlson/tucker-carlson-falsely-claims-john-bolton-was-man-/,Pants on Fire!
150,"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check.""",Josh Kaul,/wisconsin/statements/2019/sep/13/josh-kaul/buy-gun-wisconsin-after-felony-restraining-order/,True
151,"""Was it 150 million people on private insurance? 50 million of those people lose their private insurance every year when they quit their jobs, or they go unemployed, or their employer changes their insurance policy.""",Bernie Sanders,/health-check/statements/2019/sep/13/bernie-sanders/do-50-million-people-really-lose-health-coverage-e/,Mostly False
152,"Says the Obama administration ""didn't lock people up in cages.""",Joe Biden,/truth-o-meter/statements/2019/sep/13/joe-biden/fact-checking-biden-use-cages-during-obama-adminis/,False
153,"""54 senators said, let's do background checks, let's get rid of assault weapons, and with 54 senators it failed because of the filibuster.""",Elizabeth Warren,/truth-o-meter/statements/2019/sep/13/elizabeth-warren/sen-elizabeth-warren-conflated-votes-assault-weapo/,Half-True
154,"""The difference between what I support and what you support, Vice President Biden, is that you require them to opt in (to a Medicare public option), and I would not require them to opt in. … They would automatically be enrolled. That’s a big difference. … Are you forgetting what you said two minutes ago?""",Julián Castro,/truth-o-meter/statements/2019/sep/13/julian-castro/julian-castro-attack-joe-bidens-health-plan-falls-/,Mostly False
155,"""Over 90% of the American people think we have to get assault weapons off the street  — period.""",Joe Biden,/truth-o-meter/statements/2019/sep/12/joe-biden/biden-exaggerated-percentage-americans-who-favor-a/,Mostly False
156,"Says aquatic life near Alaska, Canada and Australia have been found with cancer and mutations as a result of the Fukushima nuclear disaster.",Facebook posts,/facebook-fact-checks/statements/2019/sep/11/facebook-posts/viral-post-claims-fish-alaska-are-getting-cancer-b/,Mostly False
157,"""One unnamed donor gave $17 million to the Leo-affiliated Judicial Crisis Network to block the nomination of Judge Merrick Garland and to support Gorsuch; then a donor — perhaps the same one — gave another $17 million to prop up Kavanaugh.""",Sheldon Whitehouse,/truth-o-meter/statements/2019/sep/11/sheldon-whitehouse/its-true-millions-dark-money-has-been-spent-tilt-c/,True
158,Says a photo shows President Ronald Reagan meeting with Taliban leaders in the White House.,Facebook posts,/facebook-fact-checks/statements/2019/sep/11/facebook-posts/no-ronald-reagan-didnt-meet-taliban-because-taliba/,False
159,A scarecrow discovered on a Texas ranch was actually a human skeleton.,Viral image,/facebook-fact-checks/statements/2019/sep/11/viral-image/no-scarecrow-isnt-human-skeleton/,False
160,"China has ""had now the worst year in 57 years.""",Donald Trump,/truth-o-meter/statements/2019/sep/10/donald-trump/trump-wrongly-claims-china-having-its-worst-year-5/,Mostly False
161,Says President Donald Trump has donated $1 million to a relief fund for the Bahamas in the wake of Hurricane Dorian while no other politicians have contributed any money.,Facebook posts,/facebook-fact-checks/statements/2019/sep/10/facebook-posts/donald-trump-didnt-donate-1-million-hurricane-dori/,False
162,"""A duck’s quack doesn’t echo and nobody can figure out why.""",Viral image,/facebook-fact-checks/statements/2019/sep/10/viral-image/ducks-quack-echoes-you-might-not-hear-it/,False
163,"Quotes Ronald Reagan as saying, ""Under no pretext should arms and ammunition be surrendered; any attempts to disarm the people must be stopped, by force if necessary.""",Viral image,/facebook-fact-checks/statements/2019/sep/10/viral-image/no-evidence-ronald-reagan-said-about-gun-control/,False
164,"""What was the reality for most Americans during the Obama presidency? Most lost wealth and their incomes fell, particularly for those at the bottom of the ladder.""",Stanley Greenberg,/punditfact/statements/2019/sep/10/stanley-greenberg/did-most-americans-lose-wealth-income-under-barack/,Mostly True
165,"Says he ""led the fight to expand Medicaid.""",Chris Jones,/virginia/statements/2019/sep/10/chris-jones/did-chris-jones-lead-medicaid-expansion-virginia-y/,Half-True
166,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",Arlen Parsa,/truth-o-meter/statements/2019/sep/10/arlen-parsa/evidence-shows-most-47-men-famous-declaration-inde/,True
167,"Says after a car accident comedian Kevin Hart has been ""paralyzed from the neck down"" and his ""vocal cords have been paralyzed as well, leaving him with the inability to speak.""",Facebook posts,/facebook-fact-checks/statements/2019/sep/09/facebook-posts/no-kevin-hart-wasnt-paralyzed-neck-down-didnt-inju/,False
168,"""There are 390 million guns out on the streets of a country of 329 million people.""",Beto O'Rourke,/texas/statements/2019/sep/09/beto-orourke/how-many-guns-are-streets-united-states/,True
169,"""We’ve got 600-plus police and fire pensions Downstate that are on the cusp of insolvency because they don’t have the revenues that they need to be able to keep those pensions going.""",Lori Lightfoot,/illinois/statements/2019/sep/08/lori-lightfoot/lightfoot-stretches-numbers-downstate-public-safet/,Mostly False
170,"Says Dan McCready ""really admires socialism.""",Dan Bishop,/north-carolina/statements/2019/sep/06/dan-bishop/mccready-socialist-pants-fire/,Pants on Fire!
171,Says a Donald Trump tweet credited Gov. Ron DeSantis for Hurricane Dorian’s path away from Florida.,Facebook posts,/facebook-fact-checks/statements/2019/sep/06/facebook-posts/donald-trump-did-not-credit-florida-gov-ron-desant/,Pants on Fire!
172,"Says she ""sued Exxon Mobil"" as California attorney general.",Kamala Harris,/california/statements/2019/sep/06/kamala-harris/kamala-harris-said-she-sued-exxon-mobil-california/,False
173,"After the Tax Cuts and Jobs Act, ""the typical American worker’s pay growing at more than 3 percent a year, record low unemployment.""",Tom Reed,/new-york/statements/2019/sep/06/tom-reed/reed-points-economic-gains/,Half-True
174,"The Green New Deal ""would do away with commercial air travel.""",Andrew Yang,/truth-o-meter/statements/2019/sep/06/andrew-yang/andrew-yang-revives-debunked-claim-about-green-new/,False
175,"""70% of the pollution of the carbon that we're throwing into the air comes from three industries.""",Elizabeth Warren,/truth-o-meter/statements/2019/sep/06/elizabeth-warren/elizabeth-warren-blamed-3-industries-70-greenhouse/,Half-True
176,Says actor Tim Allen wrote a lengthy anti-Democrat attack on Facebook.,Facebook posts,/facebook-fact-checks/statements/2019/sep/06/facebook-posts/no-tim-allen-didnt-write-viral-anti-democrat-post-/,False
177,"""When two large whales do the nasty there’s sometimes this one bro who just sort of holds them up so they don’t float off.""",Viral image,/facebook-fact-checks/statements/2019/sep/06/viral-image/facts-whale-life-do-male-whales-help-other-males-m/,False
178,"Says Rihanna hired ""five planes that carried 90,000 liters of water to support the fire control"" in the Amazon rainforest.",Facebook posts,/facebook-fact-checks/statements/2019/sep/06/facebook-posts/theres-no-evidence-these-celebrities-are-sending-w/,False
179,"""Gov. Evers asked the director of WEDC to stay on""",Alberta Darling,/wisconsin/statements/2019/sep/06/alberta-darling/darling-whiffs-claim-about-evers-and-state-jobs-ag/,False
